geolocation_city,geolocation_state,jumlah_customer,geolocation_lat,geolocation_lng
vila rica,MT,3,-10.013326929561156,-51.1199427583956
meleiro,SC,3,-28.834639881806513,-49.63181747150646
matipo,MG,3,-20.29523058250375,-42.344496728529315
francisco badaro,MG,3,-17.01008125423929,-42.349958515266074
altonia,PR,3,-23.872113354531503,-53.89365493932053
alterosa,MG,3,-21.255833645504303,-46.14487857042153
maripa,PR,3,-24.45043643838606,-53.81228770671246
sao luiz do paraitinga,SP,3,-23.224029430325725,-45.35025173911259
fortuna,MA,3,-5.73270945714518,-44.15547422094826
formosa do rio preto,BA,3,-11.01703323659009,-45.25825023892409
formoso do araguaia,TO,3,-11.812224723860362,-49.544885922077356
sao jose do cerrito,SC,3,-27.659108864228887,-50.58495361022951
alambari,SP,3,-23.561571066058445,-47.88510054852835
aguas de santa barbara,SP,3,-22.87741215304781,-49.24013875938814
vila langaro,RS,3,-28.11334130629534,-52.143843160296505
salgado filho,PR,3,-26.174248880846978,-53.359741342675356
saloa,PE,3,-8.975025060811662,-36.688225648641854
maximiliano de almeida,RS,3,-27.631778380283844,-51.804719613244764
massaranduba,SC,3,-16.89465574624036,-42.36798639495379
virgem da lapa,MG,3,-16.79875682204193,-42.33631362538483
vista alegre do alto,SP,3,-21.172081008607666,-48.632422076534624
sao jose do turvo,RJ,3,-21.067756923070807,-45.073440240509235
vitorino freire,MA,3,-4.286865848531589,-45.2474191123861
xambioa,TO,3,-6.418047623278498,-48.53295969111909
witmarsum,SC,3,-26.92213322548382,-49.790441245336375
zortea,SC,2,-27.45577776291212,-51.55171978347314
abaiara,CE,2,-7.358247021378397,-39.04581684412134
abaira,BA,2,-13.25061237162442,-41.66388175580626
abare,BA,2,-8.695825761079504,-39.1555267107371
wanderley,BA,2,-12.121378047809058,-43.88953821717171
alpercata,MG,2,-18.978826415455085,-41.97968305588025
victor graeff,RS,2,-28.56183322076022,-52.73980049880446
vila nelita,ES,2,-18.476713762810867,-41.01877846394589
vila nova,PR,2,-24.576397290342136,-53.80082355626951
pontalinda,SP,2,-20.440257815245186,-50.52198390309789
ponto dos volantes,MG,2,-16.75951876773973,-41.49681223856985
porangaba,SP,2,-23.180441288501907,-48.12477521833464
portalegre,RN,2,-6.025217180076264,-37.98828381697318
planura,MG,2,-20.137976352535798,-48.70215937495428
alto caparao,MG,2,-20.444053497570113,-41.870324125615916
alto garcas,MT,2,-16.946129151708696,-53.53109550892496
vicencia,PE,2,-7.6574956697524215,-35.32130610028149
vicentinopolis,GO,2,-17.73327729043038,-49.80489256686138
alfredo wagner,SC,2,-27.70013863320932,-49.33157442341497
alhandra,PB,2,-7.433968779567003,-34.910447698646784
alto rio novo,ES,2,-19.05822235499108,-41.01879814974316
maragogipe,BA,2,-12.781836602100842,-38.91586725355916
maravilha,AL,2,-18.000464482596403,-45.27171216478261
milagres,BA,2,-10.091236653720141,-39.39997785063744
milagres,CE,2,-10.091236653720141,-39.39997785063744
milha,CE,2,-5.676691722902132,-39.19451500469474
medeiros,MG,2,-19.996631243192493,-46.21976153825772
marinopolis,SP,2,-20.441329545770056,-50.823099173961076
martinho campos,MG,2,-19.338557253719472,-45.22748738163027
martins,RN,2,-6.089642364788444,-37.91213084551946
salmourao,SP,2,-21.62426880750176,-50.858928969583
mariluz,PR,2,-24.009964476201365,-53.15131914175904
maua da serra,PR,2,-23.89965920315964,-51.227297658218994
mascote,BA,2,-15.588427783636105,-39.37293085727166
massape,CE,2,-3.5225907610052434,-40.34841900899414
mata grande,AL,2,-9.117820475748035,-37.74224490331262
mata roma,MA,2,-3.624041087270268,-43.114992633354376
magda,SP,2,-20.645652476968717,-50.22331851181047
mairi,BA,2,-11.710510369249565,-40.14950442693872
macambara,RS,2,-29.1477104591275,-56.06613041140988
macaparana,PE,2,-7.553526582008524,-35.45050466581066
miranorte,TO,2,-9.534960573689403,-48.591047290409776
mirante do paranapanema,SP,2,-22.29515174281066,-51.9115524214896
rubiacea,SP,2,-21.302002224966596,-50.73460813411542
mandirituba,PR,2,-25.770383610713115,-49.32480184605346
santa barbara do sul,RS,2,-28.367888099367914,-53.25278666124056
santa cecilia de umbuzeiro,PB,2,-7.230229861766933,-35.91551459243563
mara rosa,GO,2,-14.018136979135805,-49.17836381667351
mambai,GO,2,-14.494591086288205,-46.11153305218248
salto da divisa,MG,2,-16.005448054214195,-39.95457984625883
samambaia,DF,2,-15.885796108975333,-48.107940320274814
mariapolis,SP,2,-21.796085690866683,-51.18213886034931
maracana,SC,2,-14.817000034637271,-48.45127521609688
santa clara do sul,RS,2,-29.467470043267866,-52.08774923081315
santa cruz,PE,2,-7.006511833484038,-38.14353850836756
santa cruz de goias,GO,2,-17.30608267043897,-48.50168912522954
santa cruz de salinas,MG,2,-16.088599288695637,-41.75165574229896
santa cruz do prata,MG,2,-19.321724888523093,-48.92200810636418
rondon,PR,2,-23.41747190845969,-52.77267615047669
mojui dos campos,PA,2,-2.6832381040406053,-54.63846808173611
miraima,CE,2,-3.5669148176495655,-39.93850253170076
machacalis,MG,2,-17.076857047076594,-40.71818088940351
luisburgo,MG,2,-20.439607604112577,-42.10392303953498
luiziana,PR,2,-24.284288514974495,-52.2767681817877
luizlandia do oeste,MG,2,-17.205405409115443,-47.80184065969742
lunardelli,PR,2,-24.07832279883549,-51.74315889843617
lupionopolis,PR,2,-22.75487328866302,-51.6583038871947
luz,MG,2,-19.79398058295839,-45.681715829573186
mae do rio,PA,2,-2.0460236412841692,-47.556156174149216
santa margarida,MG,2,-20.38379578317123,-42.25134067075666
montauri,RS,2,-28.65338084251949,-52.075866110814346
roca sales,RS,2,-29.28655913641843,-51.872455322911655
rodeio bonito,RS,2,-27.47330447119546,-53.17050386349097
rodeiro,MG,2,-21.200183156552292,-42.866033086810205
rodolfo fernandes,RN,2,-5.7891534098677715,-38.06065263299912
romaria,MG,2,-18.884956484882785,-47.585863571648034
roncador,PR,2,-24.59386743208296,-52.2779908643927
santa ernestina,SP,2,-21.461124741004756,-48.390233507196015
santa helena de minas,MG,2,-16.937623665018553,-40.68427534408377
limeira do oeste,MG,2,-19.54562243892238,-50.582284329250925
lindoeste,PR,2,-25.267636611456673,-53.57285653285032
lavras da mangabeira,CE,2,-6.753572603131509,-38.99100741638856
leandro ferreira,MG,2,-19.717601976039926,-45.02483772207438
lourdes,SP,2,-20.96536801986327,-50.22558899904064
lucianopolis,SP,2,-22.430820013229603,-49.52193823995829
santa maria da serra,SP,2,-22.569639672881543,-48.15539870681134
santa maria do para,PA,2,-1.3486174758415077,-47.572776415964924
santa maria do suacui,MG,2,-18.19089686095352,-42.41148579820841
santa mercedes,SP,2,-21.352006028898867,-51.75361888280182
santa monica,PR,2,-23.137676538673556,-53.104588561395126
juranda,PR,2,-24.419267773158033,-52.8454951753832
monte carlo,SC,2,-27.21094277715981,-50.973045717160865
monte formoso,MG,2,-16.8633370066028,-41.254925476729326
monte gordo,BA,2,-12.625605667070458,-38.074572836797316
moncoes,SP,2,-20.852480515464546,-50.09068914679384
mondai,SC,2,-27.101575115595427,-53.400361871374365
lagoa nova,RN,2,-6.095123665223916,-36.46851727046746
lagoa do carro,PE,2,-7.8427401417238904,-35.31142137571598
laranjal do jari,AP,2,-0.46790722755920855,-52.6153135483813
santa izabel do oeste,PR,2,-25.81371424107947,-53.4740523651229
santa luzia,MA,2,-19.19765359576483,-43.87060108914837
santa rosa de lima,SC,2,-19.342248995999988,-43.16128839392284
morpara,BA,2,-11.564151518259994,-43.27671953865007
rio tinto,PB,2,-6.80338209469453,-35.07673804443287
junco do serido,PB,2,-6.994437727527543,-36.71347392610991
junqueiro,AL,2,-9.888675029135362,-36.46836013110915
jupi,PE,2,-8.711963126912739,-36.41573761536963
juscimeira,MT,2,-16.10764844599079,-54.84183210795946
jussari,BA,2,-14.894271440695908,-39.67131464489795
juvenilia,MG,2,-14.297104193420415,-44.16764168518628
kalore,PR,2,-23.82866130235269,-51.67231734102463
ladainha,MG,2,-17.631604123802298,-41.746840513326276
jucurucu,BA,2,-16.84106075344821,-40.14434728637776
julio mesquita,SP,2,-22.01093462817097,-49.79005463803884
jumirim,SP,2,-23.08189502948993,-47.79428781264151
lagoa do ouro,PE,2,-9.125033717775127,-36.4592499983351
santa maria da boa vista,PE,2,-8.792604800627378,-39.826702832294416
jatauba,PE,2,-7.987393662317679,-36.496402368672854
santa terezinha,BA,2,-14.415202431765952,-44.48722691356397
santana da boa vista,RS,2,-30.87311446455589,-53.114483667770756
montezuma,MG,2,-15.171322156662706,-42.500336051042744
moreilandia,PE,2,-7.61803954616468,-39.543021952508624
jequitai,MG,2,-17.228786404946344,-44.4325203984316
jequitiba,MG,2,-19.232471283527982,-44.0238313224809
jeronimo monteiro,ES,2,-20.791387301827758,-41.392078937948796
jaraguari,MS,2,-20.100770545040934,-54.43548223739682
jardim,CE,2,-14.533514278346598,-47.71090492815068
jardim alegre,PR,2,-24.18024862842608,-51.69007246669605
jari,RS,2,-29.289626980750832,-54.21943137477474
jesupolis,GO,2,-15.954504603802935,-49.38572384624183
joao camara,RN,2,-5.539423577720683,-35.81768496285475
jequia da praia,AL,2,-14.958392755669495,-39.98575101478782
santa rita do ibitipoca,MG,2,-21.56274431201322,-43.91601943031522
itirapina,SP,2,-22.252002596014556,-47.81543112451409
itororo,BA,2,-15.110414504915589,-40.06707076332642
rio formoso,PE,2,-8.66225420822748,-35.15271246410155
santo antonio das queimadas,PE,2,-12.812998373308554,-38.731669333692956
itau,RN,2,-5.840833708021792,-37.99304778263783
jaci,SP,2,-20.884709308834225,-49.57192076295022
jacigua,ES,2,-20.706822352054118,-41.01712786426433
jacinto,MG,2,-16.156206939181896,-40.29470991190349
iuna,ES,2,-20.349111920880414,-41.53373039669444
ivai,PR,2,-25.007481907240674,-50.855188365256616
jaguaquara,BA,2,-13.528891311211662,-39.97731887865848
jabora,SC,2,-27.172887867527518,-51.7357961888451
jaboti,PR,2,-23.7434134364928,-50.073356343680295
santana dos montes,MG,2,-20.787873841819202,-43.685650919786305
jaguaruna,SC,2,-28.633920987357754,-49.024157474362944
santana do serido,RN,2,-6.772283080600958,-36.73588506155609
itaguacu,GO,2,-18.857978561562504,-45.40618942461961
muquem de sao francisco,BA,2,-12.114785602659982,-43.5530546987918
murutinga do sul,SP,2,-20.99263572309109,-51.2785202245721
mundo novo,GO,2,-16.527785159317983,-48.34984385754465
itamogi,MG,2,-20.96122614498163,-46.921766863573694
itaoca,ES,2,-22.682966085086914,-44.98643989868142
itapetim,PE,2,-7.378575294274628,-37.191770872746766
santo antonio do grama,MG,2,-20.316764401850133,-42.60872506408533
santo antonio do palma,RS,2,-28.49940487460945,-52.54794043759654
itaporanga,PB,2,-15.505579984596338,-43.81905001093352
itaquirai,MS,2,-23.47461326906396,-54.17928152488341
itaquitinga,PE,2,-7.666740539884647,-35.10280339470675
itatiaiucu,MG,2,-20.19934547890525,-44.42672589753471
itapicuru,BA,2,-11.309948380095937,-38.21951612249751
itapirapua,GO,2,-15.818486836263315,-50.61773518037836
itapirapua paulista,SP,2,-24.566684155812514,-49.17994200783829
iraucuba,CE,2,-3.7361797103332517,-39.78688653998331
irupi,ES,2,-20.345803660646123,-41.64094155038808
ipora,PR,2,-20.22178056610931,-52.412831355737396
ipuiuna,MG,2,-22.06017511610166,-46.094722846051894
rio das antas,SC,2,-26.916647688537232,-51.08371348359728
rio do antonio,BA,2,-14.404103359723551,-42.07762183922079
itabatan,BA,2,-14.753813591640846,-39.23942497618024
iramaia,BA,2,-13.2937085863723,-40.957560340136084
itaguaje,PR,2,-22.617406657292012,-51.96695092984485
itaguaru,GO,2,-15.761628318995127,-49.63356589227914
santo antonio do pinhal,SP,2,-22.810029546164678,-45.688732842326665
itabaianinha,SE,2,-11.274805025431899,-37.79079538097516
itaju,SP,2,-21.98168379553046,-48.80533121116169
itambaraca,PR,2,-23.01751924067968,-50.40658794575256
itagi,BA,2,-14.16399588301195,-40.005566423648034
itagiba,BA,2,-14.264154547885603,-39.83383038322049
inimutaba,MG,2,-18.730595465522875,-44.36156882980409
nonoai,RS,2,-27.368607339813273,-52.77330694615436
nossa senhora da gloria,SE,2,-10.231930446072239,-37.41298592778491
nossa senhora das gracas,PR,2,-22.914073517756407,-51.797181091346296
nossa senhora de caravaggio,SC,2,-25.779146417776126,-48.26006409087198
nossa senhora do o,PE,2,-8.36072323908884,-34.98625112512223
narandiba,SP,2,-22.40647530951502,-51.52387024341253
nazareno,MG,2,-21.218426460567624,-44.615820980959015
nazario,GO,2,-16.580899236343214,-49.88292119198271
iracema,CE,2,-1.821723796576112,-49.682679936873654
irai,RS,2,-27.195549163878507,-53.255200432922415
irai de minas,MG,2,-18.986054664753812,-47.4632510481309
sao bento,MA,2,-4.596421516654458,-41.1427061026901
sao bras do suacui,MG,2,-20.625968688745598,-43.94993528853278
ipe,RS,2,-28.8019037608538,-51.28985837084383
irara,BA,2,-12.04412989993678,-38.765646816856666
inconfidentes,MG,2,-22.319460242978675,-46.325909545234715
indianopolis,MG,2,-21.25811635361581,-50.307894568574625
nova brasilandia doeste,RO,2,-11.72587550968041,-62.31699294184998
nova campina,SP,2,-24.121789977420086,-48.904884830442995
nova canaa,BA,2,-14.669574171941456,-40.122280444625304
nipoa,SP,2,-20.913083868087895,-49.77811856559246
ipaporanga,CE,2,-4.908117299278558,-40.7625212685025
sao domingos,SC,2,-16.948164969816464,-43.63536524920361
sao domingos das dores,MG,2,-19.540845400652575,-42.04541052162104
sao domingos do maranhao,MA,2,-5.5822651212599395,-44.38091613660304
ipigua,SP,2,-20.659883297455895,-49.38823402308193
ipira,SC,2,-19.780407593964494,-45.75783790976304
ipiranga,PR,2,-25.0226287576106,-50.58376883432752
ipixuna do para,PA,2,-2.68947644474244,-47.63510776159873
inhapi,AL,2,-9.222300970685877,-37.74833004472581
inhauma,MG,2,-19.49315742171089,-44.3876349245142
igaci,AL,2,-9.538272597390494,-36.63124087632698
ibirataia,BA,2,-14.067913952984231,-39.63991258475436
ribeirao vermelho,MG,2,-21.185458382865324,-45.059928919233364
ribeiraozinho,MT,2,-16.48808199266851,-52.69858627244756
rifaina,SP,2,-20.079712422710767,-47.42466662704398
sao felipe,BA,2,-12.846031252009011,-39.089897171567735
sao francisco,SP,2,-13.324046184292106,-42.63456680864782
sao francisco de assis,RS,2,-29.55098077189185,-55.1267045266554
sao francisco de paula,MG,2,-24.95500419664222,-47.78067282466955
icarai de minas,MG,2,-16.215190864060187,-44.908151853991136
imbau,PR,2,-24.448271673804697,-50.755240734688414
imbe de minas,MG,2,-19.60572642689479,-41.96759179041304
igreja nova,AL,2,-10.127806364224021,-36.656142812793526
iguai,BA,2,-14.753643482048275,-40.08891456033339
inaja,PE,2,-15.826631468813035,-45.01183742705338
inaja,PR,2,-15.826631468813035,-45.01183742705338
ibiaca,RS,2,-28.057224427694077,-51.8561238492932
hidrolina,GO,2,-14.72203312995615,-49.46887210409343
nova itaberaba,SC,2,-26.94061305970668,-52.8151697400277
nova mamore,RO,2,-10.401331772538782,-65.2672107239507
nova canaa paulista,SP,2,-20.38262457034294,-50.94343646027845
nova cruz,RN,2,-6.4801497212964305,-35.432799303715115
nova esperanca do sul,RS,2,-29.420808676228408,-54.90616870311035
ibiassuce,BA,2,-14.271363104530465,-42.257055285315005
ibicare,SC,2,-27.090856611213432,-51.368779896982076
ibipitanga,BA,2,-12.880391836349748,-42.487106973852654
ibiraiaras,RS,2,-28.371375016977016,-51.6369959466755
ibateguara,AL,2,-8.968582603504943,-35.92588221696495
sao francisco do guapore,RO,2,-12.064562211825294,-63.57426861370948
sao goncalo do abaete,MG,2,-18.325070936120266,-45.799697934947936
ichu,BA,2,-11.747866378230363,-39.192356475836924
ielmo marinho,RN,2,-5.823806150301517,-35.552830968995934
sao joao de pirabas,PA,2,-0.7789257010329751,-47.18353446170787
sao joao do ivai,PR,2,-23.993105206444497,-51.81946543078687
sao joao do manhuacu,MG,2,-20.392417454010374,-42.15224431446115
sao joao do oriente,MG,2,-19.344356841516987,-42.15909009576291
riacho dos machados,MG,2,-16.003404344884267,-43.04653081169028
ribeirao branco,SP,2,-24.190933403133126,-48.81137550504264
guarda-mor,MG,2,-17.769317756643446,-47.09820110670162
guaraci,PR,2,-21.732626653403713,-50.29681585236986
guaraci,SP,2,-21.732626653403713,-50.29681585236986
guaraciaba,MG,2,-23.58540100829538,-48.26544920322964
guidoval,MG,2,-21.151155225515186,-42.79789725788338
herval,RS,2,-32.024862536109026,-53.39285976614134
guarara,MG,2,-21.728990777739167,-43.041786807641536
guaratinga,BA,2,-16.583956840301944,-39.781496934200064
iacri,SP,2,-21.858044927179165,-50.688853689418565
sao joao da mata,MG,2,-21.933973025922253,-45.924143726736304
sao jose da coroa grande,PE,2,-8.894515567314306,-35.15233685491259
sao jose da laje,AL,2,-9.007625823834184,-36.05768481521994
sao jose da vitoria,BA,2,-15.084010748744637,-39.33956120312214
novo barreiro,RS,2,-27.91177282672538,-53.114835359549815
nova olimpia,MT,2,-19.125845056624193,-55.19138491665394
nova palma,RS,2,-29.46857622844848,-53.45869367289793
governador lindenberg,ES,2,-19.252721480274865,-40.46099131352969
gloria do goita,PE,2,-8.000526578283457,-35.29501287596602
glorinha,RS,2,-29.881225047560317,-50.7835262916663
goiabeira,MG,2,-18.982839765221968,-41.22390299072754
sao joao do sul,SC,2,-29.209631517032882,-49.801020472273294
guamare,RN,2,-5.114496526784273,-36.32302709972073
grandes rios,PR,2,-24.15085116275822,-51.496235514159395
guarani das missoes,RS,2,-28.143666211720422,-54.55843651763893
sao joao da serra negra,MG,2,-18.83912726781643,-46.94672164246674
sao joao das missoes,MG,2,-14.881678492911123,-44.08692784326681
gaucha do norte,MT,2,-13.18276206702451,-53.26554597388054
frecheirinha,CE,2,-3.7589905989603696,-40.816151637596896
frei martinho,PB,2,-6.402787305631923,-36.451641065455775
novo oriente do piaui,PI,2,-6.45634291116789,-41.93335362072891
reserva do cabacal,MT,2,-15.120726622753033,-58.38548480831002
riachinho,MG,2,-16.23017177235179,-45.99141725875838
riacho das almas,PE,2,-8.119032745627358,-35.8554051863047
sao jose do barreiro,SP,2,-21.497668868941535,-45.53084730942809
sao jose do belmonte,PE,2,-7.865781662087839,-38.75903891430712
gaviao peixoto,SP,2,-21.838425033908386,-48.49271330498367
getulina,SP,2,-21.799746647397733,-49.93136486168771
glicerio,RJ,2,-21.80957550519975,-46.13574865090858
glicerio,SP,2,-21.80957550519975,-46.13574865090858
goianorte,TO,2,-8.77403362277547,-48.93506587266363
sao jorge do patrocinio,PR,2,-23.763888461827847,-53.87916854204343
sao jorge doeste,PR,2,-25.656656755961848,-52.96232444265722
sao luis do curu,CE,2,-3.670938815642368,-39.24010230667919
sao luis do quitunde,AL,2,-9.313365468898668,-35.56758966152875
olho dagua das cunhas,MA,2,-4.141830301699068,-45.11597018322988
olho dagua das flores,AL,2,-9.533953252639773,-37.294750505356646
rechan,SP,2,-23.599153923116557,-48.31747225605046
redentora,RS,2,-27.651465879079893,-53.63921590998839
sao jose dos quatro marcos,MT,2,-15.626527311282217,-58.18328491723091
flor da serra do sul,PR,2,-26.255804307987933,-53.30585264793609
florai,PR,2,-23.318809614427238,-52.30525570332454
francisco dumont,MG,2,-17.313346146163163,-44.23241696253605
formigueiro,RS,2,-29.9992301981563,-53.50054936444503
formoso,MG,2,-14.307686328885442,-47.55366130182939
fruta de leite,MG,2,-16.116153206536715,-42.53032980281246
sao jose do goiabal,MG,2,-19.925388311776864,-42.709204861462965
sao jose do hortencio,RS,2,-29.540671670992346,-51.25326614022426
sao jose do rio claro,MT,2,-13.513293550631632,-56.7233867932055
estrela doeste,SP,2,-20.285484534887296,-50.39756171781864
extremoz,RN,2,-5.6962590285086545,-35.281779332893365
espigao,SP,2,-22.19552228481866,-51.3567411304972
espigao alto do iguacu,PR,2,-25.42405400767098,-52.83424961394049
oros,CE,2,-6.244549790818907,-38.91497112899601
novo repartimento,PA,2,-4.258293108188548,-49.97543464497394
ocara,CE,2,-4.487947696050415,-38.59237493596233
oeiras do para,PA,2,-2.0050840872794637,-49.85879971902692
fazenda vilanova,RS,2,-29.58577995078552,-51.829061985160564
sao miguel do gostoso,RN,2,-5.133104230167722,-35.661678499379015
sao martinho,SC,2,-26.35680831712217,-51.4611747794655
feliz deserto,AL,2,-10.294195260579944,-36.3085517531178
ferros,MG,2,-19.247823639092896,-42.957790689221746
figueiropolis doeste,MT,2,-15.45059207987621,-58.737465392678395
fatima,BA,2,-10.676815781372552,-43.55780578744351
floreal,SP,2,-20.676786336562632,-50.149212613779234
sao sebastiao da boa vista,PA,2,-1.68131502084473,-49.55046882975536
oliveira dos brejinhos,BA,2,-12.315531502909078,-42.88346083742181
elisio medrado,BA,2,-12.945754382865934,-39.52141988424625
dormentes,PE,2,-8.44617819121274,-40.76792402168036
doverlandia,GO,2,-16.727849161235895,-52.32081038589062
engenheiro beltrao,PR,2,-23.7986992352732,-52.263423500835366
engenheiro passos,RJ,2,-22.056619499199538,-44.99224961571747
durande,MG,2,-20.20171885054973,-41.79970423914201
echapora,SP,2,-22.4299509636415,-50.20543406742506
sao paulo das missoes,RS,2,-28.021510981557213,-54.9380392774257
sao paulo do potengi,RN,2,-5.896610226629294,-35.762880639741496
sao pedro de alcantara,SC,2,-27.56805873603553,-48.777519213786796
sao pedro do turvo,SP,2,-22.735077769525812,-49.64274673437182
espirito santo do turvo,SP,2,-22.69511222848384,-49.430369860135634
sao miguel dos campos,AL,2,-9.787136887570085,-36.099939802882965
estrela do indaia,MG,2,-19.532003193597255,-45.78781267387939
sao vendelino,RS,2,-29.37382861712204,-51.37282573866924
sao vicente,RN,2,-22.783944763382376,-45.77286512910222
sao vicente ferrer,PE,2,-5.245523398352013,-40.18518734460703
sape,PB,2,-7.092610293602238,-35.23149849004836
pacoti,CE,2,-4.225633003744864,-38.91830464970819
quixelo,CE,2,-6.241155539473785,-39.19200029464084
rancho alegre,PR,2,-23.071765486986397,-50.91397510629001
rancho queimado,SC,2,-27.672653628949206,-49.02203223601675
raposo,RJ,2,-12.602148394234604,-37.00085386979229
dom joaquim,MG,2,-18.95971600067106,-43.25516285495802
dom vicoso,MG,2,-22.25087122494672,-45.1572687540962
dona euzebia,MG,2,-21.316713780337267,-42.813063003025135
dona francisca,RS,2,-29.62388934309431,-53.35653800003954
divisa alegre,MG,2,-15.725920378278673,-41.3414846034514
dobrada,SP,2,-21.518612546651045,-48.392202600489014
sao roque de minas,MG,2,-20.24055665252988,-46.382097099980314
curuca,PA,2,-0.7338251857113621,-47.853523548405455
cubati,PB,2,-6.863480404602719,-36.354930085119705
paiva,MG,2,-21.290953944399842,-43.41847642583561
ouro verde de minas,MG,2,-18.06957244803235,-41.27328437311341
denise,MT,2,-14.728321754761755,-57.04935061906149
deodapolis,MS,2,-22.251682541511787,-54.16017129885406
cumari,GO,2,-18.26475442537532,-48.149793546319394
cumaru,PE,2,-8.010752115238366,-35.6985165051966
sapeacu,BA,2,-12.731409494242664,-39.18745335471256
diogo de vasconcelos,MG,2,-20.486371372252332,-43.19857046850785
dionisio,MG,2,-19.837960160174493,-42.76514775422936
damianopolis,GO,2,-14.558825045092368,-46.175249736965654
dario meira,BA,2,-14.432570124936387,-39.904578538190265
david canabarro,RS,2,-28.38912938983304,-51.84383599037798
sao thome das letras,MG,2,-21.72237309802643,-44.9835636664046
sao tome,PR,2,-14.754854748183691,-44.33224704371871
seberi,RS,2,-27.48204459903416,-53.4014350145469
queluz,SP,2,-22.538991613960807,-44.77246182546043
quevedos,RS,2,-29.34842566587726,-54.073151420133065
quijingue,BA,2,-10.753286846409909,-39.20884621512925
quitandinha,PR,2,-25.87255545133925,-49.49980722243734
pains,MG,2,-20.37057964180463,-45.663119555972195
cristiano otoni,MG,2,-20.827198141281883,-43.80888135798147
cristopolis,BA,2,-12.23446807165592,-44.4100200325766
costa marques,RO,2,-12.350703254975741,-64.20543446596382
cotriguacu,MT,2,-9.895299564591497,-58.566910518143544
couto de magalhaes,TO,2,-8.365862033997303,-49.16831059122928
coxilha,RS,2,-28.126926574906292,-52.29683663059865
sapopema,PR,2,-23.910420662200718,-50.57946136072558
sarapui,SP,2,-23.637789964373795,-47.82642968733283
satuba,AL,2,-9.569708628845596,-35.82583626195491
crissiumal,RS,2,-27.497914952684063,-54.09978360464795
senador firmino,MG,2,-20.913864974146126,-43.10099606849122
senador guiomard,AC,2,-10.153304051241047,-67.73425773430944
senador modestino goncalves,MG,2,-17.948626059192208,-43.22280023802128
senhora de oliveira,MG,2,-20.795372403796655,-43.34489973497506
sericita,MG,2,-20.473672496708872,-42.48349775921559
seringueiras,RO,2,-11.778978995181951,-63.03955975028363
palmeiras,BA,2,-12.51688809101802,-41.57768001723085
correntina,BA,2,-13.350611559127506,-44.64903451731074
cortes,PE,2,-8.473513304864595,-35.543168848857185
corumba de goias,GO,2,-15.925016419272495,-48.80934800591796
corumbatai,SP,2,-22.228275512140172,-47.62297285810801
coroaci,MG,2,-18.62002742371327,-42.28266785890231
coroados,SP,2,-21.355518005626834,-50.284634723537536
crisolita,MG,2,-17.260138977246726,-41.00688275905593
satubinha,MA,2,-4.038562291788479,-45.23737623167276
saude,BA,2,-10.939838614530316,-40.420611459202846
serranopolis do iguacu,PR,2,-25.414255032786436,-54.04109955262888
serrita,PE,2,-7.945676919846612,-39.296455761113656
serro,MG,2,-18.598363772688757,-43.38864460857634
parana,TO,2,-9.551028830465569,-43.093851776403746
panelas,PE,2,-8.6615459762934,-36.0620549847488
conceicao,PB,2,-14.79995538206539,-43.19975610173118
conceicao da feira,BA,2,-12.488128486464861,-38.993034165846794
colonia leopoldina,AL,2,-8.918939545163434,-35.72990569030661
congonhinhas,PR,2,-23.553522043896585,-50.54992367333536
serra azul de minas,MG,2,-18.36254674549674,-43.17113698108101
serra de sao bento,RN,2,-6.417963758748006,-35.708585301965435
serra dourada,BA,2,-12.759336072245091,-43.94693060512876
serrania,MG,2,-21.53164203269479,-46.119510176159764
coqueiro baixo,RS,2,-29.18047999999994,-52.089344249999954
conde,BA,2,-9.548529426443087,-36.22515484116225
coronel macedo,SP,2,-23.630610844696953,-49.31318912407182
sitio do quinto,BA,2,-10.359784781277792,-38.17889441856951
catu de abrantes,BA,2,-12.84995914015199,-38.27847949097082
paranapua,SP,2,-20.10058497472937,-50.587202548420095
paranatinga,MT,2,-14.379562568914999,-54.05867213555142
paraiso do norte,PR,2,-23.283475744802093,-52.604001028395885
cerro grande do sul,RS,2,-30.5950876526286,-51.75234557238621
chacara,MG,2,-21.677323573632474,-43.22019644542632
chale,MG,2,-20.044837844618513,-41.69154550334606
chapada do norte,MG,2,-17.095485036819124,-42.53427732623978
celina,ES,2,-19.851581656301253,-40.57072169300674
celso ramos,SC,2,-27.63320205167086,-51.337239601534826
chaveslandia,MG,2,-19.04329047203457,-50.48805214021181
silvianopolis,MG,2,-21.09488085123598,-45.83197557192549
simolandia,GO,2,-14.467797331163872,-46.482637767423135
charrua,RS,2,-27.95372179010726,-52.02551148985606
colmeia,TO,2,-8.741731814113678,-48.75320312015688
cariri do tocantins,TO,2,-11.905019372781869,-49.16622321648179
caririacu,CE,2,-7.040575407082821,-39.28804882710206
carlinda,MT,2,-9.966516824949288,-55.82367240407808
passa tres,RJ,2,-22.69580382907742,-44.00290735476933
putinga,RS,2,-29.001382772410064,-52.15716982762596
carmo do rio verde,GO,2,-15.356895077264507,-49.70235518936493
carmopolis,SE,2,-10.648336110402456,-36.987631225713095
carnaubais,RN,2,-5.337733879077279,-36.83630689504175
carnaubal,CE,2,-4.16476401942149,-40.938723359086154
castro alves,BA,2,-12.76647898695337,-39.42239071000821
carutapera,MA,2,-1.204072657270092,-46.02104434904004
